patients,evening_weekend,would_rec,n_asked,practice_id
2294,YES,91%,11,40267
27072,NA,68%,44,152129
11262,YES,84%,191,39172
5425,YES,100%,25,40396
10549,YES,88%,177,41400
8724,YES,98%,46,41123
8962,NA,NA,NA,152049
2922,YES,NA,NA,37171
6832,YES,100%,19,35539
6695,YES,NA,NA,37335
6158,YES,NA,NA,43629
7966,YES,NA,NA,36900
8113,YES,NA,NA,36742
11560,YES,100%,6,36978
2583,YES,NA,NA,40669
9829,YES,NA,NA,38688
19701,YES,94%,379,36091
2765,YES,NA,NA,37136
2765,YES,NA,NA,36796
4749,YES,91%,140,37459
13664,YES,100%,6,37630
13664,YES,100%,6,41465
11764,YES,77%,904,38172
9465,YES,94%,48,36268
12016,YES,NA,NA,37244
9338,YES,78%,40,39242
9338,YES,78%,40,42118
23150,NA,NA,NA,152203
14739,YES,NA,NA,43957
8823,YES,100%,17,36885
10139,YES,NA,NA,38643
9475,YES,88%,144,37345
21178,YES,NA,NA,44687
6103,YES,NA,NA,44714
5882,YES,NA,NA,40011
10522,YES,NA,NA,114405
7620,YES,NA,NA,40120
25965,YES,NA,NA,42108
12017,YES,NA,NA,44394
14198,YES,97%,30,42996
11356,YES,98%,60,38856
5159,YES,94%,351,46651
47759,NA,93%,14,44663
12551,YES,95%,170,39922
2144,YES,90%,10,38122
9684,YES,NA,NA,40255
14707,YES,100%,21,43101
24073,YES,90%,141,84728
4691,YES,NA,NA,45144
6781,YES,100%,6,35767
5068,YES,NA,NA,40942
9524,YES,100%,10,44700
3581,YES,NA,NA,43624
5322,YES,NA,NA,38029
5322,YES,NA,NA,36417
15566,YES,NA,NA,38169
7692,YES,80%,50,36520
6260,YES,NA,NA,41172
14198,YES,97%,30,44713
6253,YES,NA,NA,35955
3186,YES,NA,NA,43807
3762,YES,NA,NA,42330
14655,YES,78%,51,44180
4940,YES,NA,NA,39180
14184,YES,92%,393,36434
11730,YES,NA,NA,40171
6430,YES,95%,137,41717
11730,YES,NA,NA,42970
9145,YES,NA,NA,42690
15622,YES,NA,NA,41953
35658,YES,90%,1065,42309
11384,YES,NA,NA,37164
14037,YES,92%,78,35627
5302,YES,96%,341,40269
8126,YES,NA,NA,43429
4233,YES,NA,NA,41878
6744,YES,90%,180,42257
3356,YES,99%,147,44142
13318,YES,71%,160,44032
9029,YES,100%,6,41728
55112,YES,NA,NA,37831
6049,YES,90%,177,43538
7134,YES,NA,NA,44425
10522,YES,NA,NA,45871
14179,YES,90%,49,42761
8846,YES,NA,NA,42794
10610,NA,NA,NA,151933
10441,YES,100%,7,40535
8836,YES,91%,56,36864
10392,YES,NA,NA,37567
4821,YES,92%,295,43994
8096,YES,96%,28,41114
2972,YES,NA,NA,42236
9247,YES,79%,114,40621
8167,YES,NA,NA,43254
22506,YES,88%,428,41886
22506,YES,88%,428,42876
11936,YES,NA,NA,39865
11936,YES,NA,NA,43845
5535,YES,NA,NA,39758
6960,NA,77%,44,151904
16157,YES,NA,NA,38179
16630,YES,90%,280,41897
12283,YES,92%,52,35836
NA,YES,NA,NA,141842
5484,YES,95%,43,36176
6748,YES,NA,NA,36731
3497,YES,98%,40,45030
43276,YES,NA,NA,42345
8474,YES,93%,321,39151
6420,YES,NA,NA,36788
3338,YES,NA,NA,39797
15342,YES,NA,NA,39821
47046,YES,NA,NA,45118
3576,YES,NA,NA,41713
18518,YES,NA,NA,43314
8312,YES,94%,451,37195
6349,YES,NA,NA,39022
6349,YES,NA,NA,38906
5568,YES,98%,90,43899
8619,YES,NA,NA,35354
2870,YES,90%,21,40910
6797,YES,NA,NA,39189
10998,YES,NA,NA,38999
6103,YES,89%,19,40613
3666,YES,86%,108,42359
9953,YES,94%,70,42117
4591,YES,NA,NA,43570
25864,YES,NA,NA,35566
7355,YES,96%,23,43227
16240,YES,NA,NA,35776
4470,YES,93%,40,37812
26477,NA,87%,52,152097
5535,YES,NA,NA,42647
4521,YES,74%,27,39183
8447,YES,NA,NA,44683
18361,YES,91%,452,37734
5582,YES,NA,NA,40090
5079,YES,89%,36,43735
27273,YES,89%,788,46885
9444,YES,NA,NA,42535
11118,YES,NA,NA,39802
6275,YES,NA,NA,46538
5622,YES,NA,NA,43096
2572,YES,97%,33,41664
9481,YES,NA,NA,41074
9481,YES,NA,NA,35510
11060,YES,NA,NA,36418
4233,YES,75%,12,44891
6984,YES,86%,7,44033
15830,YES,94%,303,39700
9952,YES,NA,NA,40277
8602,YES,95%,189,45053
12072,YES,100%,47,43200
3201,YES,75%,36,37905
3178,YES,NA,NA,42457
7144,YES,95%,192,44719
9773,YES,88%,24,38613
3869,YES,NA,NA,40667
10235,YES,78%,9,40459
15773,YES,NA,NA,36214
5885,YES,95%,58,37262
22190,YES,NA,NA,38073
22033,YES,91%,117,39408
8377,YES,91%,55,38832
8808,YES,100%,9,37439
7129,YES,NA,NA,35577
10871,YES,NA,NA,40194
21349,YES,NA,NA,38247
14328,YES,92%,374,40409
14328,YES,92%,374,44460
5581,YES,NA,NA,38581
6573,YES,91%,81,40933
4214,YES,NA,NA,37354
12225,YES,NA,NA,35953
12381,YES,92%,515,36739
4474,YES,96%,25,42924
7255,YES,NA,NA,37689
14622,YES,NA,NA,37852
14622,YES,NA,NA,40643
9911,YES,80%,5,39060
5835,YES,89%,72,35615
5835,YES,89%,72,46115
12485,YES,80%,10,44623
23719,YES,96%,24,41355
9406,YES,98%,53,35259
27486,YES,NA,NA,39113
16759,YES,NA,NA,39368
7900,YES,NA,NA,36499
3950,YES,91%,192,44809
9675,YES,NA,NA,44429
7911,YES,NA,NA,100950
7911,YES,NA,NA,41429
7090,YES,100%,7,39890
13310,YES,NA,NA,37665
9297,YES,NA,NA,45082
2155,YES,NA,NA,39893
16933,YES,NA,NA,35907
10974,YES,NA,NA,42679
10974,YES,NA,NA,41773
10974,YES,NA,NA,35341
6814,YES,98%,51,41140
4096,YES,NA,NA,44598
5657,YES,NA,NA,38622
6211,YES,NA,NA,42498
14383,YES,92%,39,44448
9272,YES,75%,32,42525
7037,NA,NA,NA,37954
11515,YES,94%,501,36296
3009,YES,100%,6,39380
2718,YES,NA,NA,37501
4392,YES,NA,NA,42839
7364,YES,NA,NA,38669
7715,YES,88%,26,36384
13974,YES,NA,NA,41328
12033,YES,70%,77,35417
19002,YES,NA,NA,44618
5823,YES,92%,204,42967
55112,NA,NA,NA,153333
12461,YES,NA,NA,36466
20053,YES,NA,NA,38288
11970,YES,97%,63,38008
3394,YES,NA,NA,38589
10392,YES,NA,NA,43558
3246,YES,100%,11,38423
7861,YES,91%,64,44897
4005,YES,NA,NA,44514
9747,YES,NA,NA,43049
4587,YES,NA,NA,44917
15578,YES,NA,NA,40913
15578,NA,NA,NA,152004
14759,YES,92%,1241,41667
5582,YES,NA,NA,42957
4763,YES,84%,95,43797
12863,YES,NA,NA,38249
12856,YES,91%,90,40121
7704,YES,NA,NA,38204
1137,YES,NA,NA,37151
3334,YES,NA,NA,43008
6215,YES,83%,12,42249
15626,YES,NA,NA,38162
2822,NA,99%,155,151913
2822,YES,99%,155,45087
3967,YES,NA,NA,37860
4564,YES,NA,NA,35641
9478,YES,93%,304,43243
3117,YES,97%,91,40625
6347,YES,NA,NA,35564
4198,YES,99%,166,42869
9660,YES,90%,50,36170
9461,YES,NA,NA,35933
9138,YES,NA,NA,38473
12550,YES,85%,361,42558
5338,YES,82%,97,41299
16637,YES,97%,31,37939
10235,YES,NA,NA,38115
18876,YES,NA,NA,38235
5982,YES,NA,NA,43869
13881,NA,NA,NA,152087
3447,YES,100%,122,38216
13539,YES,NA,NA,36404
32547,YES,83%,47,36183
32547,YES,83%,47,108815
32547,YES,83%,47,38849
32547,YES,83%,47,41285
32547,YES,83%,47,36528
32547,YES,83%,47,108816
13539,YES,NA,NA,118560
14909,YES,95%,645,36894
7477,YES,76%,34,40389
5320,YES,91%,77,35743
14939,YES,71%,45,42660
16337,YES,33%,6,39970
8261,YES,100%,20,37423
14207,YES,65%,77,36439
6855,YES,91%,195,36736
7528,YES,NA,NA,39307
10294,YES,NA,NA,41169
4086,NA,95%,148,151909
12589,YES,91%,391,42058
7737,YES,NA,NA,41184
8004,YES,85%,149,40670
10563,YES,90%,328,35352
2603,YES,100%,9,44406
3755,YES,NA,NA,38561
4030,YES,96%,23,40265
3440,YES,NA,NA,39205
6624,YES,92%,13,41093
6438,YES,NA,NA,44662
10646,YES,NA,NA,38754
7300,YES,82%,170,41196
2319,YES,NA,NA,44916
4220,YES,98%,65,44902
20580,YES,NA,NA,35991
5204,NA,96%,51,151849
20793,YES,NA,NA,39628
14925,YES,96%,404,36964
15978,NA,67%,6,152075
5565,YES,NA,NA,42356
8527,YES,100%,8,44326
7457,YES,100%,6,42393
14581,YES,91%,97,41932
14184,YES,92%,393,141829
6222,NA,NA,NA,151601
19263,YES,NA,NA,40765
19263,YES,NA,NA,42557
11858,YES,89%,350,44684
5187,YES,100%,7,39204
3559,YES,NA,NA,41688
4584,YES,91%,56,35337
21187,NA,NA,NA,43808
14123,YES,87%,204,36711
8026,YES,67%,18,40068
12636,YES,NA,NA,42347
8549,YES,NA,NA,41054
9609,YES,98%,106,36502
9609,YES,98%,106,35349
5891,YES,82%,11,42353
12048,YES,90%,31,39582
5046,YES,NA,NA,44205
10657,YES,93%,479,38462
8183,YES,NA,NA,40104
44157,YES,NA,NA,36306
7305,YES,NA,NA,42071
7459,YES,81%,16,44146
18784,YES,NA,NA,42150
18784,YES,NA,NA,37687
29410,YES,NA,NA,39441
16217,YES,NA,NA,42348
2552,YES,NA,NA,38523
9926,YES,NA,NA,35512
35468,NA,NA,NA,152111
5907,YES,80%,10,40110
20580,YES,NA,NA,119284
4773,YES,80%,5,39174
10475,YES,NA,NA,35558
9551,YES,NA,NA,40519
3437,YES,NA,NA,37294
9431,YES,86%,63,43495
8458,YES,100%,24,35935
13791,YES,86%,7,43138
4463,YES,100%,7,44219
17407,YES,NA,NA,44629
14818,YES,NA,NA,41823
8848,YES,NA,NA,89526
20596,NA,NA,NA,152002
10033,YES,NA,NA,38016
7813,YES,NA,NA,36244
6625,YES,100%,9,43775
10590,YES,NA,NA,40658
14146,NA,93%,378,151970
15842,YES,95%,413,36164
7208,YES,NA,NA,43756
9263,YES,79%,29,44673
9263,NA,79%,29,40352
16377,YES,87%,93,43006
6870,YES,NA,NA,39237
8615,YES,86%,7,40569
15690,YES,88%,74,41851
18723,YES,90%,512,41450
8590,YES,94%,231,44910
4794,YES,100%,269,41543
8,YES,NA,NA,142063
15513,YES,93%,41,39765
12443,YES,NA,NA,40647
8962,YES,NA,NA,44291
16679,YES,89%,45,39492
8261,YES,92%,72,100660
8722,YES,86%,191,42803
11373,YES,90%,124,44660
58581,YES,53%,17,36349
3957,YES,86%,71,41863
14888,YES,93%,41,44361
43892,YES,84%,755,120483
6693,YES,100%,12,35410
9918,YES,83%,343,35490
3451,YES,NA,NA,39188
6082,YES,NA,NA,40513
8047,YES,96%,338,39711
17551,YES,NA,NA,38946
15114,YES,NA,NA,42354
8699,YES,NA,NA,38165
4272,YES,90%,144,37858
10931,YES,100%,6,44178
3916,YES,85%,74,44415
1961,YES,100%,5,37116
6003,YES,100%,43,43250
6191,YES,89%,9,43223
6757,YES,NA,NA,39337
6064,YES,84%,64,37271
3341,YES,100%,14,40005
7347,YES,100%,6,38112
12777,YES,98%,50,43709
8362,YES,75%,12,121551
8109,YES,94%,321,45146
5543,YES,NA,NA,41865
7752,YES,91%,216,40833
8330,YES,NA,NA,41236
7347,YES,100%,6,132851
7274,YES,NA,NA,37984
6039,YES,84%,188,35507
5976,YES,94%,17,35587
12184,YES,NA,NA,36365
12315,YES,98%,763,35922
11934,YES,NA,NA,36286
2265,YES,100%,5,40350
3376,YES,93%,30,44829
4562,YES,NA,NA,43418
47046,YES,NA,NA,37979
12310,YES,89%,151,37338
14794,YES,NA,NA,39616
13424,YES,95%,55,39438
6339,YES,NA,NA,37729
20793,YES,NA,NA,37589
6827,YES,97%,261,36600
13814,YES,85%,171,40820
9786,YES,100%,12,36764
3724,YES,87%,15,42231
15973,YES,89%,19,42728
4159,YES,NA,NA,42943
4292,YES,90%,20,39235
8160,YES,NA,NA,37796
5632,YES,93%,27,35827
5632,YES,93%,27,38526
43028,NA,NA,NA,38932
4725,YES,NA,NA,36278
11062,YES,NA,NA,43641
13315,YES,NA,NA,42826
3179,YES,NA,NA,37659
15586,NA,92%,50,35444
15586,YES,92%,50,39215
15586,YES,92%,50,41509
15586,NA,92%,50,43342
11409,YES,95%,429,40884
1984,YES,100%,7,42643
9442,YES,NA,NA,42095
7218,YES,NA,NA,40351
7647,YES,95%,59,41714
17364,YES,83%,6,43563
4215,YES,NA,NA,40464
17135,YES,79%,85,42191
9318,YES,95%,79,44091
5131,YES,85%,26,40045
10873,YES,NA,NA,40192
4585,YES,86%,100,35488
3219,YES,94%,181,46202
9000,YES,NA,NA,40716
6387,YES,NA,NA,36226
6496,YES,NA,NA,38260
6629,YES,85%,13,35875
6847,YES,17%,36,42681
7647,YES,NA,NA,44339
10093,YES,NA,NA,41896
7193,NA,85%,13,152133
2884,YES,NA,NA,35275
7059,YES,93%,46,39934
10154,YES,87%,283,41218
11192,YES,90%,480,42386
10405,YES,NA,NA,35496
4017,YES,NA,NA,35639
13500,YES,90%,67,43092
17129,YES,83%,704,43774
6794,YES,88%,100,43295
14545,YES,96%,78,35343
9750,YES,95%,489,40268
1876,YES,NA,NA,40326
10846,YES,83%,12,42792
11976,YES,NA,NA,40256
9234,YES,98%,53,43307
2406,YES,99%,129,37970
6431,YES,NA,NA,41332
17918,YES,NA,NA,46215
10365,YES,NA,NA,37717
11440,YES,NA,NA,40079
11246,YES,94%,49,37922
10900,YES,75%,101,36689
8616,YES,NA,NA,45204
4737,YES,71%,123,42784
3479,YES,NA,NA,37745
3479,YES,NA,NA,42645
8066,YES,NA,NA,42299
15835,YES,NA,NA,39735
13008,YES,NA,NA,38040
26014,YES,NA,NA,108734
25333,YES,NA,NA,39268
35468,YES,NA,NA,38924
35468,YES,NA,NA,35826
35468,YES,NA,NA,42303
10419,YES,NA,NA,39108
11040,YES,92%,101,45247
11040,YES,92%,101,45246
9285,YES,NA,NA,35959
4337,YES,91%,54,37018
3811,YES,100%,11,40432
9774,YES,NA,NA,43432
3539,YES,98%,81,38375
6396,YES,92%,24,35529
4861,YES,NA,NA,37792
6396,YES,92%,24,126711
9128,YES,95%,170,42523
10841,YES,92%,253,42833
3621,YES,NA,NA,46154
14537,YES,NA,NA,39427
11652,YES,NA,NA,40638
4141,YES,92%,207,41144
6194,YES,NA,NA,35459
21126,YES,NA,NA,43095
20810,YES,NA,NA,36265
8959,YES,NA,NA,39463
10994,YES,NA,NA,37873
10994,YES,NA,NA,40673
10994,YES,NA,NA,44011
4644,YES,100%,5,44559
8077,YES,63%,1573,45205
13831,YES,86%,7,41306
13831,YES,86%,7,43731
4471,YES,100%,9,36876
7091,YES,98%,91,39716
10851,YES,NA,NA,35693
13829,YES,NA,NA,35954
8970,YES,100%,29,85043
9943,YES,90%,326,42229
2957,YES,95%,22,38476
9728,YES,90%,52,42316
12811,YES,NA,NA,40583
14759,YES,92%,1241,42935
13862,YES,100%,13,43699
7885,NA,92%,302,151825
10938,YES,64%,25,41850
9816,NA,NA,NA,151985
9953,YES,87%,15,42599
8949,YES,NA,NA,43136
12943,NA,90%,10,152134
19310,NA,94%,67,151976
NA,YES,NA,NA,141822
457,YES,NA,NA,113558
8022,YES,77%,52,39717
14568,YES,NA,NA,38707
13211,YES,NA,NA,35762
17197,YES,94%,693,41498
7687,YES,92%,91,44008
10258,YES,85%,243,36923
7917,YES,NA,NA,42904
7465,YES,NA,NA,38783
17715,YES,NA,NA,43374
8330,YES,99%,446,35569
12453,YES,NA,NA,35300
6618,YES,NA,NA,36461
25266,NA,62%,21,38936
5538,YES,86%,191,41617
7401,YES,NA,NA,37003
7487,YES,NA,NA,41091
9693,YES,83%,23,36610
17825,YES,94%,453,35765
20676,YES,NA,NA,35428
20676,YES,NA,NA,39213
9266,YES,NA,NA,43905
7684,YES,100%,14,36572
5576,YES,82%,22,44816
4173,YES,90%,20,42642
8900,YES,NA,NA,37695
4427,YES,NA,NA,41376
3807,YES,87%,46,45042
11926,YES,90%,470,42840
11926,YES,90%,470,42436
11926,YES,90%,470,35383
14339,YES,NA,NA,36891
14293,YES,NA,NA,39344
18182,YES,94%,626,108840
10334,YES,NA,NA,37530
4971,YES,NA,NA,35227
7956,YES,40%,10,42381
10340,YES,69%,45,40922
2807,YES,92%,60,36222
11111,YES,NA,NA,44232
7908,YES,95%,57,44054
4249,YES,100%,57,43259
4477,YES,89%,85,41044
7742,YES,NA,NA,39621
9065,YES,NA,NA,38525
9009,YES,94%,2075,35654
3913,YES,NA,NA,43302
7716,YES,92%,13,38911
3412,YES,93%,203,36410
7197,YES,100%,32,40915
7340,YES,NA,NA,35469
4971,YES,NA,NA,41046
7247,YES,94%,98,41942
4598,YES,98%,63,39547
12987,YES,88%,60,35166
4792,YES,NA,NA,35941
12205,YES,75%,71,44906
9024,YES,80%,5,38401
13335,YES,86%,164,44744
13638,YES,NA,NA,37819
13958,YES,NA,NA,35382
8209,YES,NA,NA,44003
12631,YES,NA,NA,42791
5873,YES,100%,15,43356
10980,YES,NA,NA,42814
10980,YES,NA,NA,36456
,,,,153522
10640,YES,NA,NA,40863
20431,YES,NA,NA,39726
3638,YES,88%,8,44026
10095,YES,NA,NA,42234
7390,YES,NA,NA,44501
4006,YES,NA,NA,38483
6633,NA,100%,9,151875
2360,YES,90%,79,38864
32197,YES,NA,NA,107495
9676,YES,100%,15,44947
14945,NA,100%,15,151986
19108,YES,NA,NA,41214
19411,YES,64%,11,42734
3110,YES,NA,NA,37177
26327,YES,84%,437,41451
17976,YES,64%,28,35601
3855,YES,NA,NA,35887
20051,YES,93%,30,44187
10214,YES,90%,186,42056
5051,YES,87%,104,41146
5051,YES,87%,104,36676
15197,YES,98%,49,43490
7266,YES,NA,NA,41229
2680,YES,NA,NA,36544
10965,YES,NA,NA,36467
7011,YES,NA,NA,41501
10579,YES,NA,NA,97310
10579,YES,NA,NA,95045
10579,YES,NA,NA,96509
10579,YES,NA,NA,35996
7884,YES,NA,NA,42104
12117,YES,NA,NA,38871
10254,YES,NA,NA,36172
8415,YES,NA,NA,39209
5584,YES,NA,NA,43779
14135,YES,NA,NA,45194
11081,NA,NA,NA,151896
3755,YES,100%,48,37215
5010,YES,NA,NA,43509
17857,YES,NA,NA,38450
3432,YES,NA,NA,37425
16992,YES,79%,105,44991
5042,YES,NA,NA,43062
1007,YES,90%,20,37189
18580,NA,NA,NA,152050
5118,YES,98%,50,36199
7103,YES,NA,NA,44297
3265,YES,NA,NA,38102
19664,YES,91%,267,37245
19664,YES,91%,267,43586
19664,YES,91%,267,105413
4088,YES,NA,NA,35297
25900,YES,NA,NA,39334
16071,YES,NA,NA,42000
2822,YES,89%,28,36068
3943,YES,91%,56,45257
4126,YES,96%,49,40056
4731,YES,93%,188,39878
14744,YES,NA,NA,41884
5849,YES,NA,NA,41898
14953,YES,NA,NA,38901
12230,YES,89%,164,35990
19317,YES,NA,NA,36200
4689,YES,88%,57,39153
19737,YES,91%,119,44428
4617,YES,100%,7,37218
5948,YES,NA,NA,43529
30831,YES,88%,109,40429
13724,YES,NA,NA,42843
9450,YES,NA,NA,46306
12155,YES,100%,57,37893
16755,YES,NA,NA,39909
14434,YES,96%,485,37306
10720,YES,NA,NA,43468
43028,YES,NA,NA,42226
5621,YES,84%,73,36115
4022,YES,NA,NA,44002
8458,YES,NA,NA,43480
8458,YES,NA,NA,40864
7806,YES,NA,NA,39421
12692,YES,NA,NA,35478
9589,YES,89%,98,37972
9245,YES,80%,50,39010
21873,YES,100%,10,42001
5188,YES,NA,NA,40770
3777,YES,NA,NA,35223
4357,NA,NA,NA,151863
15101,YES,88%,471,41609
84819,NA,NA,NA,43663
8859,YES,78%,23,38509
19973,YES,57%,49,105884
13974,YES,NA,NA,39027
13427,NA,NA,NA,152123
13427,YES,NA,NA,42331
13789,YES,95%,702,41208
7498,YES,NA,NA,44009
63880,YES,NA,NA,44472
19803,YES,NA,NA,109855
4339,YES,90%,148,43889
6346,YES,NA,NA,40607
2949,YES,NA,NA,43510
3939,YES,67%,39,40719
14781,YES,82%,22,42449
11826,YES,96%,50,35602
2836,YES,NA,NA,42280
5188,YES,89%,45,39384
21391,YES,65%,17,39737
21391,YES,65%,17,45022
4314,YES,NA,NA,35684
12847,YES,100%,13,37638
12847,YES,100%,13,107048
12847,YES,100%,13,113636
4688,YES,NA,NA,41072
6746,YES,89%,19,37566
9517,YES,100%,11,39561
4209,YES,92%,48,41023
9602,YES,NA,NA,37655
9602,YES,NA,NA,44076
9190,YES,82%,49,42204
16310,YES,NA,NA,41965
10812,YES,100%,14,44976
16310,YES,NA,NA,36769
12834,YES,86%,115,36076
9905,YES,NA,NA,42805
14909,YES,95%,645,41641
5962,YES,NA,NA,38790
7216,YES,NA,NA,38980
5522,YES,NA,NA,36730
8334,YES,90%,187,36044
9601,YES,NA,NA,131745
27058,YES,NA,NA,40988
2539,YES,NA,NA,42506
5296,NA,88%,50,151818
11160,YES,73%,145,36936
14514,YES,100%,192,37924
13591,YES,92%,369,38379
12549,YES,100%,36,39258
6367,YES,91%,11,44071
5138,YES,84%,45,36099
18810,YES,NA,NA,41420
6517,YES,83%,208,36026
10241,YES,90%,42,39713
15532,YES,55%,20,46172
5185,YES,92%,37,38614
7811,YES,NA,NA,41935
16414,YES,NA,NA,36128
9878,YES,NA,NA,44191
16759,YES,NA,NA,44823
10898,YES,NA,NA,44982
13046,YES,100%,72,36287
11554,YES,NA,NA,36863
17414,YES,79%,63,35610
17414,YES,79%,63,43202
5211,YES,94%,68,36599
3907,YES,NA,NA,35768
8366,NA,95%,38,152028
15624,YES,NA,NA,130725
8411,YES,97%,62,38973
23923,YES,NA,NA,42495
23923,YES,NA,NA,37975
23923,NA,NA,NA,152053
23923,NA,NA,NA,152108
7313,YES,NA,NA,38388
5100,YES,100%,5,36803
7504,YES,86%,166,38580
3419,YES,NA,NA,39130
11392,YES,NA,NA,37200
6259,YES,NA,NA,37771
13470,YES,91%,32,42537
13470,YES,91%,32,44126
8405,YES,NA,NA,36706
16233,YES,NA,NA,45047
4043,YES,NA,NA,41960
1507,YES,92%,12,40183
10921,YES,NA,NA,42601
2001,YES,NA,NA,36804
4905,YES,85%,13,37960
4905,YES,85%,13,44614
12827,YES,74%,84,45852
13402,YES,90%,490,44619
4257,YES,95%,58,40713
8130,YES,71%,133,43927
15583,YES,NA,NA,37906
9108,YES,90%,40,36704
12230,YES,100%,30,36982
19973,YES,57%,49,105883
13428,YES,70%,10,36652
13153,YES,92%,635,35746
6722,YES,NA,NA,42344
3230,YES,80%,30,38077
5584,YES,NA,NA,39542
8185,YES,100%,55,37454
11883,YES,89%,37,42987
5857,YES,NA,NA,37232
9059,YES,NA,NA,36944
5621,YES,88%,42,37410
15609,YES,NA,NA,37128
1879,YES,NA,NA,36083
3804,YES,NA,NA,40749
12367,YES,NA,NA,43044
15057,YES,NA,NA,35839
47759,NA,93%,14,152194
8787,YES,NA,NA,40213
13721,YES,NA,NA,35154
6272,YES,100%,35,36090
6222,YES,NA,NA,43794
4540,YES,91%,161,44312
7991,YES,94%,64,44655
17781,YES,73%,22,41055
16762,NA,94%,155,151851
7742,YES,91%,247,37925
6600,YES,90%,29,35271
3608,YES,NA,NA,44589
13986,NA,89%,331,153398
4894,YES,NA,NA,41610
14869,YES,NA,NA,45060
7663,YES,NA,NA,44004
6762,YES,NA,NA,35800
8980,YES,92%,323,39892
15187,YES,NA,NA,42476
12472,YES,NA,NA,42678
8331,YES,NA,NA,41421
8366,YES,95%,38,43407
11965,YES,75%,44,40681
7294,YES,NA,NA,37498
7294,YES,NA,NA,44536
8772,YES,94%,170,44751
9038,YES,NA,NA,40700
4801,YES,69%,13,110355
2999,YES,NA,NA,40254
6415,YES,NA,NA,38592
9622,YES,94%,50,40699
4444,YES,94%,32,39518
3834,YES,100%,15,38626
4604,YES,NA,NA,36755
6555,YES,89%,9,42800
11395,YES,NA,NA,41849
5707,YES,85%,46,37476
25030,YES,87%,94,43055
63880,YES,NA,NA,39404
12127,YES,96%,27,37952
5261,YES,100%,19,40572
11081,YES,NA,NA,44380
5993,YES,NA,NA,44934
43892,YES,84%,755,37548
9674,YES,NA,NA,38624
15012,YES,99%,183,44659
10519,YES,17%,6,44555
25466,NA,69%,113,38529
9407,YES,NA,NA,35377
6063,YES,83%,12,45121
4670,YES,NA,NA,35565
6083,YES,96%,238,38500
10519,YES,17%,6,38887
4821,YES,NA,NA,39528
4161,YES,100%,7,41860
7643,YES,93%,380,44204
12535,YES,97%,69,38066
10548,YES,100%,9,38852
6738,YES,100%,5,36299
10410,YES,NA,NA,41791
10108,YES,NA,NA,41379
12115,YES,NA,NA,42242
7160,YES,NA,NA,43119
14739,YES,NA,NA,37370
10645,YES,95%,394,42360
10645,YES,95%,394,37875
9019,YES,NA,NA,38345
6265,YES,NA,NA,42113
9294,YES,91%,46,44715
15276,YES,97%,172,38067
8119,YES,96%,79,42533
6542,YES,NA,NA,43617
4157,YES,97%,30,43917
2714,YES,86%,7,40406
3242,YES,NA,NA,37707
9324,YES,NA,NA,38113
7031,YES,100%,10,40582
2528,YES,88%,41,37955
9006,YES,98%,46,39525
6306,YES,NA,NA,37489
2567,YES,97%,38,38898
7215,YES,89%,185,37261
4784,YES,NA,NA,37556
10235,YES,NA,NA,43923
7126,YES,NA,NA,38593
11515,YES,94%,501,42872
3361,YES,83%,18,38006
19263,YES,NA,NA,90374
12572,YES,89%,458,40503
9591,YES,100%,17,44374
2751,YES,NA,NA,44243
16010,YES,92%,48,37787
4683,YES,98%,275,39574
3530,YES,NA,NA,35859
12194,YES,93%,300,41937
2626,YES,NA,NA,37877
7167,NA,93%,15,151856
8356,YES,92%,312,40430
12562,YES,NA,NA,39090
25965,YES,NA,NA,37934
4316,YES,90%,10,40951
15469,YES,96%,138,37738
5042,YES,85%,34,44955
4964,YES,NA,NA,37945
2603,YES,NA,NA,43638
6085,YES,91%,46,36201
12992,YES,98%,55,36084
9839,YES,44%,9,43173
2470,YES,NA,NA,36400
6960,YES,NA,NA,41775
27486,YES,NA,NA,44403
3941,YES,NA,NA,43045
13175,YES,NA,NA,41037
2319,YES,NA,NA,39928
14186,YES,NA,NA,38925
1401,YES,100%,5,41949
17992,YES,91%,371,40261
18138,YES,NA,NA,37340
15617,YES,87%,87,35289
10618,YES,97%,385,36799
8437,YES,94%,250,42556
5219,YES,NA,NA,43501
49327,YES,92%,497,44075
11039,YES,88%,32,38562
12459,YES,NA,NA,37522
16658,YES,97%,67,42584
5769,YES,NA,NA,42916
4881,YES,98%,58,37773
16539,YES,97%,152,44992
29919,YES,92%,26,43842
49327,YES,92%,497,43364
2427,YES,NA,NA,40246
2656,YES,NA,NA,45127
8383,YES,96%,72,36054
18601,YES,NA,NA,35299
8828,YES,96%,157,40551
6483,YES,96%,266,35571
6576,YES,97%,202,40720
18192,YES,94%,108,36857
19701,NA,94%,379,152060
6143,YES,88%,41,39826
66353,YES,86%,196,36251
66353,YES,86%,196,42070
66353,YES,86%,196,41359
66353,YES,86%,196,41116
66353,YES,86%,196,42426
66353,YES,86%,196,41786
66353,YES,86%,196,35870
66353,NA,86%,196,151940
6648,YES,NA,NA,40975
6782,YES,99%,624,39053
4218,YES,100%,8,40589
14622,NA,NA,NA,152023
13243,YES,92%,137,39074
9391,YES,NA,NA,35152
27273,YES,89%,788,46884
8120,YES,NA,NA,42294
6181,YES,NA,NA,37204
4736,YES,NA,NA,44527
10165,YES,80%,10,41026
11263,YES,NA,NA,38767
19833,YES,87%,52,45123
